REPLACE0,REPLACE1,REPLACE2,REPLACE3,Type,REPLACE4,REPLACE5,REPLACE6,REPLACE7,REPLACE8,REPLACE9,REPLACE10,REPLACE11,REPLACE12,REPLACE13,REPLACE14,REPLACE15,REPLACE16,REPLACE17,REPLACE18
LegandExp_171B,DSDP,Site_1049,Hole_1049A,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records341_Uniplanarius_trifidus,None,"171_1049A,19-1,16","171_1049A,19-1,16",None,144.06,144.06,144.06,76.82,None,None,None,NeptuneSB
LegandExp_44,DSDP,Site_390,Hole_390A,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records342_Uniplanarius_trifidus,None,"44_390A,14-5,14","44_390A,14-5,72",None,139.43,139.14,139.72,71.31,None,None,None,NeptuneSB
LegandExp_74,DSDP,Site_525,Hole_525A,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records343_Uniplanarius_trifidus,None,None,None,None,522,522,522,71.31,None,None,None,NeptuneSB
LegandExp_74,DSDP,Site_525,Hole_525A,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records344_Uniplanarius_trifidus,None,None,None,None,612,574,650,76.82,None,None,None,NeptuneSB
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records345_Tranolithus_orionatus,None,31-CC,32-CC,None,445.3,440.5,450.1,110.73,3.3219,110.73,None,Neptune
LegandExp_198,ODP,Site_1208,Hole_1208A,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records346_Tranolithus_orionatus,None,"42-CC,20","42-CC,20",None,382.9,382.9,382.9,110.73,3.3219,110.73,None,Neptune
LegandExp_198,ODP,Site_1210,Hole_1210B,T,Tranolithus_orionatus_Top_Depth,Tranolithus orionatus Top Depth,Records347_Tranolithus_orionatus,None,"29-2,135","29-2,135",None,268.55,268.55,268.55,71.01,2.1303,71.01,None,Neptune
LegandExp_198,ODP,Site_1213,Hole_1213A,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records348_Tranolithus_orionatus,None,21-CC,21-CC,None,189.77,189.77,189.77,110.73,3.3219,110.73,None,Neptune
LegandExp_198,ODP,Site_1213,Hole_1213B,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records349_Tranolithus_orionatus,None,"1-1,42","1-1,42",None,190.12,190.12,190.12,110.73,3.3219,110.73,None,Neptune
LegandExp_122,ODP,Site_763,Hole_763B,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records350_Tranolithus_orionatus,None,None,None,None,494.02,494.02,494.02,110.73,3.3219,110.73,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,T,Tranolithus_orionatus_Top_Depth,Tranolithus orionatus Top Depth,Records352_Tranolithus_orionatus,None,"11-3,65","12-1,130",None,212.59,208.48,216.7,71.01,2.1303,71.01,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records353_Tranolithus_orionatus,None,None,32R-CC,mbsf,445.6,440.78,450.33,107.3,None,None,None,odp\Initial Reports\198_IR\IR198_03\table5.xlsx
LegandExp_198,ODP,Site_1210,Hole_1210B,T,Tranolithus_orionatus_Top_Depth,Tranolithus orionatus Top Depth,Records354_Tranolithus_orionatus,None,"29H-2,135",None,mbsf,268.55,None,None,69.6,None,None,None,odp\Initial Reports\198_IR\IR198_06\table3.xlsx
LegandExp_198,ODP,Site_1213,Hole_1213A,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records355_Tranolithus_orionatus,None,21R-CC,None,mbsf,189.3,None,None,107.3,None,None,None,odp\Initial Reports\198_IR\IR198_09\table5.xlsx
LegandExp_198,ODP,Site_1213,Hole_1213B,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records356_Tranolithus_orionatus,None,None,None,mbsf,190.12,None,None,107.3,None,None,None,odp\Initial Reports\198_IR\IR198_09\table5.xlsx
LegandExp_207,ODP,Site_1257,Hole_1257A,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records357_Tranolithus_orionatus,None,"29X-CC,41-46",None,mbsf,268.53,265.66,271.4,107.3,None,None,None,odp\Initial Reports\207_IR\IR207_04\Table T3.xlsx
LegandExp_14,DSDP,Site_137,Hole_137,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records358_Tranolithus_orionatus,None,"14_137,16-CC",None,None,400,None,400,110.73,None,None,None,NeptuneSB
LegandExp_26,DSDP,Site_258,Hole_258,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records359_Tranolithus_orionatus,None,"26_258,13-CC","26_258,14-1,85",None,261.675,259.5,263.85,110.73,None,None,None,NeptuneSB
LegandExp_62,DSDP,Site_463,Hole_463,T,Tranolithus_orionatus_Top_Depth,Tranolithus orionatus Top Depth,Records360_Tranolithus_orionatus,None,None,None,None,257,252,262,71.01,None,None,None,NeptuneSB
LegandExp_62,DSDP,Site_463,Hole_463,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records361_Tranolithus_orionatus,None,None,None,None,466.5,462,471,110.73,None,None,None,NeptuneSB
LegandExp_71,DSDP,Site_511,Hole_511,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records362_Tranolithus_orionatus,None,None,None,None,447.43,447.43,447.43,110.73,None,None,None,NeptuneSB
LegandExp_36,DSDP,Site_327,Hole_327A,T,Tranolithus_orionatus_Top_Depth,Tranolithus orionatus Top Depth,Records363_Tranolithus_orionatus,None,"36_327A,13-2,54","36_327A,13-2,85",None,139.195,139.04,139.35,71.01,None,None,None,NeptuneSB
LegandExp_36,DSDP,Site_327,Hole_327A,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records364_Tranolithus_orionatus,None,"36_327A,14-1,105","36_327A,14-1,112",None,147.585,147.55,147.62,110.73,None,None,None,NeptuneSB
LegandExp_369,IODP2,Site_None,Hole_U1513D,B,Tranolithus_orionatus_Base_Depth,Tranolithus orionatus Base Depth,Records365_Tranolithus_orionatus,"36R-CC,9-14",None,None,CSF-A(m),411.625,415.57,407.68,110.73,None,None,None,IODP_Proceedings_
LegandExp_171B,ODP,Site_1050,Hole_1050C,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records366_Reinhardtites_levis,None,None,None,None,478.17,478.17,478.17,70.14,2.1042,70.14,None,Neptune
LegandExp_171B,ODP,Site_1052,Hole_1052E,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records368_Reinhardtites_levis,None,None,None,None,417.05,415.6,418.5,70.14,2.1042,70.14,None,Neptune
LegandExp_198,ODP,Site_1209,Hole_1209B,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records369_Reinhardtites_levis,None,"29-1,27","29-1,27",None,261.87,261.87,261.87,70.14,2.1042,70.14,None,Neptune
LegandExp_198,ODP,Site_1209,Hole_1209C,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records370_Reinhardtites_levis,None,"19-CC,6","19-CC,6",None,267.51,267.51,267.51,70.14,2.1042,70.14,None,Neptune
LegandExp_198,ODP,Site_1212,Hole_1212B,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records371_Reinhardtites_levis,None,17-CC,17-CC,None,143.35,143.35,143.35,70.14,2.1042,70.14,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records372_Reinhardtites_levis,None,"32-CC,0","34-1,1",None,307.45,302.09,312.81,70.14,2.1042,70.14,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,B,Reinhardtites_levis_Base_Depth,Reinhardtites levis Base Depth,Records373_Reinhardtites_levis,None,"34-CC,13","35-CC,0",None,325.79,320.24,331.34,74.84,2.2452,74.84,None,Neptune
LegandExp_113,ODP,Site_689,Hole_689B,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records374_Reinhardtites_levis,None,None,None,None,256.43,255.9,256.96,70.14,2.1042,70.14,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records375_Reinhardtites_levis,None,"14-2,11","14-2,140",None,236.955,236.31,237.6,70.14,2.1042,70.14,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records376_Reinhardtites_levis,None,"33R-CC,0-5",None,mbsf,307.45,302.09,312.81,69.2,None,None,None,odp\Initial Reports\207_IR\IR207_05\Table T3.xlsx
LegandExp_207,ODP,Site_1258,Hole_1258A,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records377_Reinhardtites_levis,None,"35R-CC,0-2",None,mbsf,325.79,320.24,331.34,69.2,None,None,None,odp\Initial Reports\207_IR\IR207_05\Table T3.xlsx
LegandExp_198,ODP,Site_1209,Hole_1209B,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records378_Reinhardtites_levis,None,28H-CC,None,mbsf,261.87,None,None,69.2,None,None,None,odp\Initial Reports\198_IR\IR198_05\table2.xlsx
LegandExp_198,ODP,Site_1209,Hole_1209C,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records379_Reinhardtites_levis,None,19H-CC,None,mbsf,267.51,None,None,69.2,None,None,None,odp\Initial Reports\198_IR\IR198_05\table2.xlsx
LegandExp_198,ODP,Site_1211,Hole_1211A,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records380_Reinhardtites_levis,None,17H-CC,None,mbsf,155.09,None,None,69.2,None,None,None,odp\Initial Reports\198_IR\IR198_07\table2.xlsx
LegandExp_198,ODP,Site_1211,Hole_1211C,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records381_Reinhardtites_levis,None,15H-CC,None,mbsf,138.59,None,None,69.2,None,None,None,odp\Initial Reports\198_IR\IR198_07\table2.xlsx
LegandExp_198,ODP,Site_1212,Hole_1212B,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records382_Reinhardtites_levis,None,17H-CC,None,mbsf,143.42,None,None,69.2,None,None,None,odp\Initial Reports\198_IR\IR198_08\table2.xlsx
LegandExp_207,ODP,Site_1257,Hole_1257A,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records383_Reinhardtites_levis,None,"17X-1,25-26",None,mbsf,139.66,138.37,140.95,69.2,None,None,None,odp\Initial Reports\207_IR\IR207_04\Table T3.xlsx
LegandExp_207,ODP,Site_1257,Hole_1257A,B,Reinhardtites_levis_Base_Depth,Reinhardtites levis Base Depth,Records384_Reinhardtites_levis,None,"20X-1,25-26",None,mbsf,170.07,169.65,170.49,75.7,None,None,None,odp\Initial Reports\207_IR\IR207_04\Table T3.xlsx
LegandExp_171B,DSDP,Site_1050,Hole_1050C,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records385_Reinhardtites_levis,None,None,None,None,478.17,478.17,478.17,70.14,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1052,Hole_1052E,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records386_Reinhardtites_levis,None,None,None,None,417.05,415.6,418.5,70.14,None,None,None,NeptuneSB
LegandExp_369,IODP2,Site_None,Hole_U1514C,T,Reinhardtites_levis_Top_Depth,Reinhardtites levis Top Depth,Records387_Reinhardtites_levis,"24R-1,28-28",None,None,CSF-A(m),400.36,401.88,398.84,70.14,None,None,None,IODP_Proceedings_
LegandExp_208,ODP,Site_1267,Hole_1267B,B,Lithraphidites_quadratus_Base_Depth,Lithraphidites quadratus Base Depth,Records388_Lithraphidites_quadratus,None,35-CC,"36-1,33",None,319.51,319.29,319.73,69.18,2.0754,69.18,None,Neptune
LegandExp_130,ODP,Site_807,Hole_807C,B,Lithraphidites_quadratus_Base_Depth,Lithraphidites quadratus Base Depth,Records389_Lithraphidites_quadratus,None,"62-4,7",62-CC,None,1265.935,1265.78,1266.09,69.18,2.0754,69.18,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,B,Lithraphidites_quadratus_Base_Depth,Lithraphidites quadratus Base Depth,Records390_Lithraphidites_quadratus,None,"10-3,22","10-3,69",None,199.355,199.12,199.59,69.18,2.0754,69.18,None,Neptune
LegandExp_208,ODP,Site_1267,Hole_1267B,B,Lithraphidites_quadratus_Base_Depth,Lithraphidites quadratus Base Depth,Records391_Lithraphidites_quadratus,None,None,"36X-1,33",mbsf,319.66,319.59,319.73,67.5,None,67.5,67.5,odp\Initial Reports\208_IR\IR208_08\Table T5.xlsx
LegandExp_198,ODP,Site_1210,Hole_1210A,T,Lithraphidites_quadratus_Top_Depth,Lithraphidites quadratus Top Depth,Records392_Lithraphidites_quadratus,None,25H-CC,None,mbsf,234.17,None,None,67.5,None,None,None,odp\Initial Reports\198_IR\IR198_06\table3.xlsx
LegandExp_198,ODP,Site_1210,Hole_1210B,T,Lithraphidites_quadratus_Top_Depth,Lithraphidites quadratus Top Depth,Records393_Lithraphidites_quadratus,None,26H-CC,None,mbsf,247.14,None,None,67.5,None,None,None,odp\Initial Reports\198_IR\IR198_06\table3.xlsx
LegandExp_3,DSDP,Site_21,Hole_21,B,Lithraphidites_quadratus_Base_Depth,Lithraphidites quadratus Base Depth,Records394_Lithraphidites_quadratus,None,"3_21,3-6,148","3_21,4-1,148",None,85.88,85.08,86.68,69.18,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_171,Hole_171,B,Lithraphidites_quadratus_Base_Depth,Lithraphidites quadratus Base Depth,Records395_Lithraphidites_quadratus,None,"17_171,15-3,50","17_171,15-4,50",None,226.25,225.5,227,69.18,None,None,None,NeptuneSB
LegandExp_22,DSDP,Site_216,Hole_216,T,Lithraphidites_quadratus_Top_Depth,Lithraphidites quadratus Top Depth,Records396_Lithraphidites_quadratus,None,"22_216,23-2,120","22_216,23-2,139",None,332.295,332.2,332.39,66,None,None,None,NeptuneSB
LegandExp_22,DSDP,Site_217,Hole_217,T,Lithraphidites_quadratus_Top_Depth,Lithraphidites quadratus Top Depth,Records397_Lithraphidites_quadratus,None,"22_217,16-CC","22_217,17-CC",None,423.7,420.5,426.9,66,None,None,None,NeptuneSB
LegandExp_73,DSDP,Site_524,Hole_524,T,Lithraphidites_quadratus_Top_Depth,Lithraphidites quadratus Top Depth,Records398_Lithraphidites_quadratus,None,"73_524,20-2,60","73_524,20-2,67",None,201.635,201.6,201.67,66,None,None,None,NeptuneSB
LegandExp_44,DSDP,Site_390,Hole_390A,B,Lithraphidites_quadratus_Base_Depth,Lithraphidites quadratus Base Depth,Records399_Lithraphidites_quadratus,None,"44_390A,13-1,78","44_390A,13-3,94",None,126.26,124.68,127.84,69.18,None,None,None,NeptuneSB
LegandExp_47,DSDP,Site_398,Hole_398D,T,Lithraphidites_quadratus_Top_Depth,Lithraphidites quadratus Top Depth,Records400_Lithraphidites_quadratus,None,"47_398D,24-5,67","47_398D,24-CC",None,639.845,638.67,641.02,66,None,None,None,NeptuneSB
LegandExp_74,DSDP,Site_525,Hole_525A,B,Lithraphidites_quadratus_Base_Depth,Lithraphidites quadratus Base Depth,Records401_Lithraphidites_quadratus,None,None,None,None,482,482,482,69.18,None,None,None,NeptuneSB
LegandExp_113,ODP,Site_689,Hole_689B,B,Nephrolithus_frequens_Base_Depth,Nephrolithus frequens Base Depth,Records402_Nephrolithus_frequens,None,None,None,None,257.18,256.96,257.4,67.84,2.0352,67.84,None,Neptune
LegandExp_121,ODP,Site_758,Hole_758A,B,Nephrolithus_frequens_Base_Depth,Nephrolithus frequens Base Depth,Records403_Nephrolithus_frequens,None,None,None,None,295.85,295.8,295.9,67.84,2.0352,67.84,None,Neptune
LegandExp_122,ODP,Site_762,Hole_762C,B,Nephrolithus_frequens_Base_Depth,Nephrolithus frequens Base Depth,Records404_Nephrolithus_frequens,None,None,None,None,597.19,597.19,597.19,67.84,2.0352,67.84,None,Neptune
LegandExp_22,DSDP,Site_216,Hole_216,B,Nephrolithus_frequens_Base_Depth,Nephrolithus frequens Base Depth,Records405_Nephrolithus_frequens,None,"22_216,33-CC","22_216,34-CC",None,397.55,355,440.1,67.84,None,None,None,NeptuneSB
LegandExp_39,DSDP,Site_354,Hole_354,B,Nephrolithus_frequens_Base_Depth,Nephrolithus frequens Base Depth,Records406_Nephrolithus_frequens,None,"39_354,16-CC","39_354,17-1,81",None,847.305,841.3,853.31,67.84,None,None,None,NeptuneSB
LegandExp_39,DSDP,Site_356,Hole_356,B,Nephrolithus_frequens_Base_Depth,Nephrolithus frequens Base Depth,Records407_Nephrolithus_frequens,None,"39_356,29-5,100","39_356,29-6,96",None,416.23,415.5,416.96,67.84,None,None,None,NeptuneSB
LegandExp_39,DSDP,Site_357,Hole_357,B,Nephrolithus_frequens_Base_Depth,Nephrolithus frequens Base Depth,Records408_Nephrolithus_frequens,None,"39_357,32-CC","39_357,33-1,70",None,516.05,509.9,522.2,67.84,None,None,None,NeptuneSB
LegandExp_36,DSDP,Site_327,Hole_327A,B,Nephrolithus_frequens_Base_Depth,Nephrolithus frequens Base Depth,Records409_Nephrolithus_frequens,None,"36_327A,12-CC","36_327A,13-1,142",None,138.42,None,138.42,67.84,None,None,None,NeptuneSB
LegandExp_113,ODP,Site_689,Hole_689B,B,Cribrosphaerella_daniae_Base_Depth,Cribrosphaerella daniae Base Depth,Records410_Cribrosphaerella_daniae,None,None,None,None,272.625,268.49,276.76,66.76,2.0028,66.76,None,Neptune
LegandExp_171B,ODP,Site_1049,Hole_1049A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records411_Micula_murus,None,"18-4,10","18-4,10",None,138.9,138.9,138.9,69,2.07,69,None,Neptune
LegandExp_171B,ODP,Site_1050,Hole_1050C,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records412_Micula_murus,None,None,None,None,452.3,452.3,452.3,69,2.07,69,None,Neptune
LegandExp_171B,ODP,Site_1052,Hole_1052E,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records414_Micula_murus,None,None,None,None,378.15,377.1,379.2,69,2.07,69,None,Neptune
LegandExp_173,ODP,Site_1068,Hole_1068A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records415_Micula_murus,None,"15-4,10","15-4,12",None,850.405,850.4,850.41,69,2.07,69,None,Neptune
LegandExp_173,ODP,Site_1069,Hole_1069A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records416_Micula_murus,None,"14-1,77","14-1,140",None,845.485,845.17,845.8,69,2.07,69,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,T,Micula_murus_Top_Depth,Micula murus Top Depth,Records417_Micula_murus,None,"27-1,3","27-CC,0",None,248.965,245.33,252.6,66.04,1.9812,66.04,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records418_Micula_murus,None,"32-1,36","32-CC,0",None,297.975,293.86,302.09,69,2.07,69,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258B,T,Micula_murus_Top_Depth,Micula murus Top Depth,Records419_Micula_murus,None,"25-CC,18","27-CC,2",None,248.665,243.57,253.76,66.04,1.9812,66.04,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258B,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records420_Micula_murus,None,"29-CC,0","31-1,2.1",None,273.97,266.02,281.92,69,2.07,69,None,Neptune
LegandExp_207,ODP,Site_1260,Hole_1260A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records421_Micula_murus,None,"37-CC,24","37-CC,24",None,346.14,346.14,346.14,69,2.07,69,None,Neptune
LegandExp_207,ODP,Site_1260,Hole_1260B,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records422_Micula_murus,None,"24-CC,3","24-CC,3",None,344.03,344.03,344.03,69,2.07,69,None,Neptune
LegandExp_208,ODP,Site_1267,Hole_1267A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records423_Micula_murus,None,"32-3,40","32-5,100",None,298.1,296.3,299.9,69,2.07,69,None,Neptune
LegandExp_208,ODP,Site_1267,Hole_1267B,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records424_Micula_murus,None,32-CC,33-CC,None,295.205,290.35,300.06,69,2.07,69,None,Neptune
LegandExp_130,ODP,Site_807,Hole_807C,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records425_Micula_murus,None,56-CC,"62-1,112",None,1262.32,None,1262.32,69,2.07,69,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records426_Micula_murus,None,"9-1,8","9-1,125",None,187.165,186.58,187.75,69,2.07,69,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,T,Micula_murus_Top_Depth,Micula murus Top Depth,Records427_Micula_murus,None,"27R-CC,0-5",None,mbsf,248.965,245.33,252.6,65,None,None,None,odp\Initial Reports\207_IR\IR207_05\Table T3.xlsx
LegandExp_207,ODP,Site_1258,Hole_1258A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records428_Micula_murus,None,"31R-CC,21-26",None,mbsf,297.975,293.86,302.09,66.2,None,None,None,odp\Initial Reports\207_IR\IR207_05\Table T3.xlsx
LegandExp_207,ODP,Site_1258,Hole_1258B,T,Micula_murus_Top_Depth,Micula murus Top Depth,Records429_Micula_murus,None,"27R-CC,20-23",None,mbsf,248.755,243.57,253.94,65,None,None,None,odp\Initial Reports\207_IR\IR207_05\Table T3.xlsx
LegandExp_207,ODP,Site_1258,Hole_1258B,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records430_Micula_murus,None,"29R-CC,0-4",None,mbsf,274.065,266.02,282.11,66.2,None,None,None,odp\Initial Reports\207_IR\IR207_05\Table T3.xlsx
LegandExp_207,ODP,Site_1259,Hole_1259A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records431_Micula_murus,None,"49R-CC,11-17",None,mbsf,472.085,467.05,477.12,66.2,None,None,None,odp\Initial Reports\207_IR\IR207_06\Table T3.xlsx
LegandExp_207,ODP,Site_1260,Hole_1260A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records432_Micula_murus,None,"37R-CC,24-27",None,mbsf,332.12,332.12,None,66.2,None,None,None,odp\Initial Reports\207_IR\IR207_07\Table T3.xlsx
LegandExp_207,ODP,Site_1260,Hole_1260B,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records433_Micula_murus,None,"24R-CC,3-8",None,mbsf,350.93,344.06,357.8,66.2,None,None,None,odp\Initial Reports\207_IR\IR207_07\Table T3.xlsx
LegandExp_207,ODP,Site_1261,Hole_1261A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records434_Micula_murus,None,"38R-CC,0-5",None,mbsf,542.29,535,549.58,66.2,None,None,None,odp\Initial Reports\207_IR\IR207_08\Table T3.xlsx
LegandExp_208,ODP,Site_1267,Hole_None,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records435_Micula_murus,None,None,None,mcd,334.11,332.31,335.91,66.2,None,66.2,66.2,odp\Initial Reports\208_IR\IR208_08\Table T13.xlsx
LegandExp_208,ODP,Site_1267,Hole_1267A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records436_Micula_murus,None,None,"32X-5,100",mbsf,298.1,296.3,299.9,66.2,None,66.2,66.2,odp\Initial Reports\208_IR\IR208_08\Table T5.xlsx
LegandExp_208,ODP,Site_1267,Hole_1267B,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records437_Micula_murus,None,None,33X-CC,mbsf,295.555,290.68,300.43,66.2,None,66.2,66.2,odp\Initial Reports\208_IR\IR208_08\Table T5.xlsx
LegandExp_3,DSDP,Site_21,Hole_21,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records438_Micula_murus,None,"3_21,3-6,148","3_21,4-1,148",None,85.88,85.08,86.68,69,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_167,Hole_167,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records439_Micula_murus,None,"17_167,41-CC","17_167,42-1,138",None,686.38,None,686.38,69,None,None,None,NeptuneSB
LegandExp_20,DSDP,Site_199,Hole_199,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records440_Micula_murus,None,"20_199,11-2,68","20_199,11-CC",None,402.09,401.68,402.5,69,None,None,None,NeptuneSB
LegandExp_39,DSDP,Site_357,Hole_357,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records441_Micula_murus,None,"39_357,31-3,40","39_357,31-4,43",None,497.165,496.4,497.93,69,None,None,None,NeptuneSB
LegandExp_73,DSDP,Site_524,Hole_524,T,Micula_murus_Top_Depth,Micula murus Top Depth,Records442_Micula_murus,None,"73_524,20-2,74","73_524,20-2,91",None,201.825,201.74,201.91,66.04,None,None,None,NeptuneSB
LegandExp_93,DSDP,Site_605,Hole_605,T,Micula_murus_Top_Depth,Micula murus Top Depth,Records443_Micula_murus,None,"93_605,66-2,68","93_605,66-2,108",None,761.48,761.28,761.68,66.04,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1049,Hole_1049A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records444_Micula_murus,None,"171_1049A,18-4,10","171_1049A,18-4,10",None,138.9,138.9,138.9,69,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1050,Hole_1050C,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records445_Micula_murus,None,None,None,None,452.3,452.3,452.3,69,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1052,Hole_1052E,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records446_Micula_murus,None,None,None,None,378.15,377.1,379.2,69,None,None,None,NeptuneSB
LegandExp_44,DSDP,Site_390,Hole_390A,T,Micula_murus_Top_Depth,Micula murus Top Depth,Records447_Micula_murus,None,"44_390A,11-6,30","44_390A,11-6,30",None,112.3,112.3,112.3,66.04,None,None,None,NeptuneSB
LegandExp_44,DSDP,Site_390,Hole_390A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records448_Micula_murus,None,"44_390A,13-1,78","44_390A,13-3,94",None,126.26,124.68,127.84,69,None,None,None,NeptuneSB
LegandExp_74,DSDP,Site_525,Hole_525A,B,Micula_murus_Base_Depth,Micula murus Base Depth,Records449_Micula_murus,None,None,None,None,470,470,470,69,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_171,Hole_171,B,Ceratolithoides_kamptneri_Base_Depth,Ceratolithoides kamptneri Base Depth,Records450_Ceratolithoides_kamptneri,None,"17_171,9-CC","17_171,9-6,0",None,156.5,157.25,155.75,67.84,None,None,None,NeptuneSB
LegandExp_44,DSDP,Site_390,Hole_390A,B,Ceratolithoides_kamptneri_Base_Depth,Ceratolithoides kamptneri Base Depth,Records451_Ceratolithoides_kamptneri,None,"44_390A,13-1,78","44_390A,13-3,94",None,126.26,124.68,127.84,67.84,None,None,None,NeptuneSB
LegandExp_74,DSDP,Site_525,Hole_525A,B,Ceratolithoides_kamptneri_Base_Depth,Ceratolithoides kamptneri Base Depth,Records452_Ceratolithoides_kamptneri,None,None,None,None,474,474,474,67.84,None,None,None,NeptuneSB
LegandExp_171B,ODP,Site_1049,Hole_1049A,B,Micula_prinsii_Base_Depth,Micula prinsii Base Depth,Records453_Micula_prinsii,None,"18-4,10","18-4,10",None,138.9,138.9,138.9,67.3,2.019,67.3,None,Neptune
