REPLACE0,REPLACE1,REPLACE2,REPLACE3,Type,REPLACE4,REPLACE5,REPLACE6,REPLACE7,REPLACE8,REPLACE9,REPLACE10,REPLACE11,REPLACE12,REPLACE13,REPLACE14,REPLACE15,REPLACE16,REPLACE17,REPLACE18
LegandExp_17,DSDP,Site_167,Hole_167,B,Arkhangelskiella_cymbiformis_Base_Depth,Arkhangelskiella cymbiformis Base Depth,Records233_Arkhangelskiella_cymbiformis,None,"17_167,56-CC","17_167,57-1,72",None,819.61,815.5,823.72,83.2,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_170,Hole_170,B,Arkhangelskiella_cymbiformis_Base_Depth,Arkhangelskiella cymbiformis Base Depth,Records234_Arkhangelskiella_cymbiformis,None,"17_170,8-1,34","17_170,8-CC",None,120.92,120.34,121.5,83.2,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_171,Hole_171,B,Arkhangelskiella_cymbiformis_Base_Depth,Arkhangelskiella cymbiformis Base Depth,Records235_Arkhangelskiella_cymbiformis,None,"17_171,21-CC","17_171,22-2,50",None,288,287,289,83.2,None,None,None,NeptuneSB
LegandExp_62,DSDP,Site_463,Hole_463,B,Arkhangelskiella_cymbiformis_Base_Depth,Arkhangelskiella cymbiformis Base Depth,Records236_Arkhangelskiella_cymbiformis,None,None,None,None,206,205,207,83.2,None,None,None,NeptuneSB
LegandExp_36,DSDP,Site_327,Hole_327A,B,Arkhangelskiella_cymbiformis_Base_Depth,Arkhangelskiella cymbiformis Base Depth,Records237_Arkhangelskiella_cymbiformis,None,"36_327A,13-2,137","36_327A,13-CC",None,139.87,139.87,None,83.2,None,None,None,NeptuneSB
LegandExp_44,DSDP,Site_390,Hole_390A,B,Arkhangelskiella_cymbiformis_Base_Depth,Arkhangelskiella cymbiformis Base Depth,Records238_Arkhangelskiella_cymbiformis,None,"44_390A,14-5,72","44_390A,14-5,122",None,139.97,139.72,140.22,83.2,None,None,None,NeptuneSB
LegandExp_171B,ODP,Site_1050,Hole_1050C,T,Broinsonia_parca_parca_Top_Depth,Broinsonia parca parca Top Depth,Records239_Broinsonia_parca_parca,None,None,None,None,478.86,478.86,478.86,74.59,2.2377,74.59,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207B,T,Broinsonia_parca_parca_Top_Depth,Broinsonia parca parca Top Depth,Records241_Broinsonia_parca_parca,None,1-CC,"2-3,0",None,166.465,163.33,169.6,74.59,2.2377,74.59,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Broinsonia_parca_parca_Base_Depth,Broinsonia parca parca Base Depth,Records242_Broinsonia_parca_parca,None,9-CC,10-CC,None,235.05,230.7,239.4,81.43,2.4429,81.43,None,Neptune
LegandExp_198,ODP,Site_1208,Hole_1208A,B,Broinsonia_parca_parca_Base_Depth,Broinsonia parca parca Base Depth,Records243_Broinsonia_parca_parca,None,"41-CC,12","42-CC,20",None,379.52,376.14,382.9,81.43,2.4429,81.43,None,Neptune
LegandExp_122,ODP,Site_762,Hole_762C,T,Broinsonia_parca_parca_Top_Depth,Broinsonia parca parca Top Depth,Records244_Broinsonia_parca_parca,None,None,None,None,602,602,602,74.59,2.2377,74.59,None,Neptune
LegandExp_122,ODP,Site_762,Hole_762C,B,Broinsonia_parca_parca_Base_Depth,Broinsonia parca parca Base Depth,Records245_Broinsonia_parca_parca,None,None,None,None,744.74,744.74,744.74,81.43,2.4429,81.43,None,Neptune
LegandExp_122,ODP,Site_763,Hole_763B,T,Broinsonia_parca_parca_Top_Depth,Broinsonia parca parca Top Depth,Records246_Broinsonia_parca_parca,None,None,None,None,247.01,247.01,247.01,74.59,2.2377,74.59,None,Neptune
LegandExp_122,ODP,Site_763,Hole_763B,B,Broinsonia_parca_parca_Base_Depth,Broinsonia parca parca Base Depth,Records248_Broinsonia_parca_parca,None,"15-2,3","15-2,3",None,315.03,315.03,315.03,81.43,2.4429,81.43,None,Neptune
LegandExp_17,DSDP,Site_167,Hole_167,B,Broinsonia_parca_parca_Base_Depth,Broinsonia parca parca Base Depth,Records250_Broinsonia_parca_parca,None,"17_167,58-1,135","17_167,58-3,111",None,829.73,828.35,831.11,81.43,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_167,Hole_167,T,Broinsonia_parca_parca_Top_Depth,Broinsonia parca parca Top Depth,Records251_Broinsonia_parca_parca,None,"17_167,48-CC","17_167,49-1,50",None,750.5,None,750.5,74.59,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_170,Hole_170,B,Broinsonia_parca_parca_Base_Depth,Broinsonia parca parca Base Depth,Records252_Broinsonia_parca_parca,None,"17_170,8-CC","17_170,9-CC",None,126,121.5,130.5,81.43,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_170,Hole_170,T,Broinsonia_parca_parca_Top_Depth,Broinsonia parca parca Top Depth,Records253_Broinsonia_parca_parca,None,"17_170,5-CC","17_170,6-4,145",None,106.95,None,106.95,74.59,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1050,Hole_1050C,T,Broinsonia_parca_parca_Top_Depth,Broinsonia parca parca Top Depth,Records254_Broinsonia_parca_parca,None,None,None,None,478.86,478.86,478.86,74.59,None,None,None,NeptuneSB
LegandExp_36,DSDP,Site_327,Hole_327A,T,Broinsonia_parca_parca_Top_Depth,Broinsonia parca parca Top Depth,Records255_Broinsonia_parca_parca,None,"36_327A,12-1,134","36_327A,13-2,85",None,124.595,109.84,139.35,74.59,None,None,None,NeptuneSB
LegandExp_36,DSDP,Site_327,Hole_327A,B,Broinsonia_parca_parca_Base_Depth,Broinsonia parca parca Base Depth,Records256_Broinsonia_parca_parca,None,"36_327A,13-2,129","36_327A,13-2,137",None,139.83,139.79,139.87,81.43,None,None,None,NeptuneSB
LegandExp_44,DSDP,Site_390,Hole_390A,B,Broinsonia_parca_parca_Base_Depth,Broinsonia parca parca Base Depth,Records257_Broinsonia_parca_parca,None,"44_390A,14-5,72","44_390A,14-5,122",None,139.97,139.72,140.22,81.43,None,None,None,NeptuneSB
LegandExp_171B,ODP,Site_1050,Hole_1050C,B,Broinsonia_parca_constricta_Base_Depth,Broinsonia parca constricta Base Depth,Records258_Broinsonia_parca_constricta,None,None,None,None,492.27,491.44,493.1,81.38,2.4414,81.38,None,Neptune
LegandExp_171B,ODP,Site_1050,Hole_1050C,B,Broinsonia_parca_constricta_Base_Depth,Broinsonia parca constricta Base Depth,Records259_Broinsonia_parca_constricta,None,"20-1,84","20-1,84",None,491.44,491.44,491.44,81.38,2.4414,81.38,None,Neptune
LegandExp_173,ODP,Site_1069,Hole_1069A,T,Broinsonia_parca_constricta_Top_Depth,Broinsonia parca constricta Top Depth,Records260_Broinsonia_parca_constricta,None,"15-1,99","15-1,138",None,855.185,854.99,855.38,72.02,2.1606,72.02,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207A,T,Broinsonia_parca_constricta_Top_Depth,Broinsonia parca constricta Top Depth,Records261_Broinsonia_parca_constricta,None,"18-5,43","18-5,48",None,163.255,163.23,163.28,72.02,2.1606,72.02,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Broinsonia_parca_constricta_Base_Depth,Broinsonia parca constricta Base Depth,Records262_Broinsonia_parca_constricta,None,9-CC,10-CC,None,235.05,230.7,239.4,81.38,2.4414,81.38,None,Neptune
LegandExp_198,ODP,Site_1208,Hole_1208A,T,Broinsonia_parca_constricta_Top_Depth,Broinsonia parca constricta Top Depth,Records263_Broinsonia_parca_constricta,None,"36-CC,20","36-CC,30",None,327.65,327.6,327.7,72.02,2.1606,72.02,None,Neptune
LegandExp_198,ODP,Site_1208,Hole_1208A,B,Broinsonia_parca_constricta_Base_Depth,Broinsonia parca constricta Base Depth,Records264_Broinsonia_parca_constricta,None,"40-CC,19","41-CC,12",None,373.835,371.53,376.14,81.38,2.4414,81.38,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,B,Broinsonia_parca_constricta_Base_Depth,Broinsonia parca constricta Base Depth,Records265_Broinsonia_parca_constricta,None,"41-CC,24","43-1,7",None,392.58,385.69,399.47,81.38,2.4414,81.38,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,T,Broinsonia_parca_constricta_Top_Depth,Broinsonia parca constricta Top Depth,Records266_Broinsonia_parca_constricta,None,"14-2,11","14-2,140",None,236.955,236.31,237.6,72.02,2.1606,72.02,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,B,Broinsonia_parca_constricta_Base_Depth,Broinsonia parca constricta Base Depth,Records267_Broinsonia_parca_constricta,None,"24-1,56","25-1,41",None,336.135,331.36,340.91,81.38,2.4414,81.38,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,B,Broinsonia_parca_constricta_Base_Depth,Broinsonia parca constricta Base Depth,Records268_Broinsonia_parca_constricta,None,"41R-CC,24-29",None,mbsf,392.58,385.69,399.47,82.5,None,None,None,odp\Initial Reports\207_IR\IR207_05\Table T3.xlsx
LegandExp_171B,DSDP,Site_1050,Hole_1050C,B,Broinsonia_parca_constricta_Base_Depth,Broinsonia parca constricta Base Depth,Records269_Broinsonia_parca_constricta,None,None,None,None,492.27,491.44,493.1,81.38,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1050,Hole_1050C,B,Broinsonia_parca_constricta_Base_Depth,Broinsonia parca constricta Base Depth,Records270_Broinsonia_parca_constricta,None,"171_1050C,20-1,84","171_1050C,20-1,84",None,491.44,491.44,491.44,81.38,None,None,None,NeptuneSB
LegandExp_44,DSDP,Site_390,Hole_390A,T,Broinsonia_parca_constricta_Top_Depth,Broinsonia parca constricta Top Depth,Records271_Broinsonia_parca_constricta,None,"44_390A,13-CC","44_390A,14-1,23",None,133.23,None,133.23,72.02,None,None,None,NeptuneSB
LegandExp_353,IODP2,Site_None,Hole_U1443A,T,Broinsonia_parca_constricta_Top_Depth,Broinsonia parca constricta Top Depth,Records272_Broinsonia_parca_constricta,None,43X-CC,44X-CC,CSF-A(m),324,321.22,326.77,72.02,None,None,None,IODP_Proceedings_353-103-T03
LegandExp_198,ODP,Site_1207,Hole_1207A,B,Ceratolithoides_verbeekii_Base_Depth,Ceratolithoides verbeekii Base Depth,Records273_Ceratolithoides_verbeekii,None,27-CC,27-CC,None,237.3,237.3,237.3,81.21,2.4363,81.21,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Ceratolithoides_verbeekii_Base_Depth,Ceratolithoides verbeekii Base Depth,Records274_Ceratolithoides_verbeekii,None,8-CC,9-CC,None,225.4,220.1,230.7,81.21,2.4363,81.21,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Ceratolithoides_verbeekii_Base_Depth,Ceratolithoides verbeekii Base Depth,Records275_Ceratolithoides_verbeekii,None,None,9R-CC,mbsf,226.1,221.36,230.86,82,None,None,None,odp\Initial Reports\198_IR\IR198_03\table5.xlsx
LegandExp_36,DSDP,Site_327,Hole_327A,B,Misceomarginatus_pleniporus_Base_Depth,Misceomarginatus pleniporus Base Depth,Records276_Misceomarginatus_pleniporus,None,"36_327A,14-1,105","36_327A,14-1,112",None,147.585,147.55,147.62,80.97,None,None,None,NeptuneSB
LegandExp_36,DSDP,Site_327,Hole_327A,B,Prediscosphaera_stoveri_Base_Depth,Prediscosphaera stoveri Base Depth,Records277_Prediscosphaera_stoveri,None,"36_327A,14-1,105","36_327A,14-1,112",None,147.585,147.55,147.62,78.75,None,None,None,NeptuneSB
LegandExp_171B,ODP,Site_1050,Hole_1050C,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records278_Ceratolithoides_aculeus,None,None,None,None,491.35,491.3,491.4,79,2.37,79,None,Neptune
LegandExp_171B,ODP,Site_1050,Hole_1050C,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records279_Ceratolithoides_aculeus,None,"20-1,70","20-1,70",None,491.3,491.3,491.3,79,2.37,79,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207A,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records280_Ceratolithoides_aculeus,None,23-CC,24-CC,None,212.08,207.33,216.83,79,2.37,79,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records281_Ceratolithoides_aculeus,None,5-CC,6-CC,None,204.625,199.13,210.12,79,2.37,79,None,Neptune
LegandExp_198,ODP,Site_1208,Hole_1208A,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records282_Ceratolithoides_aculeus,None,"39-CC,8","40-CC,19",None,366.075,360.62,371.53,79,2.37,79,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records283_Ceratolithoides_aculeus,None,"19-1,69","20-2,31",None,288.685,283.39,293.98,79,2.37,79,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207A,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records284_Ceratolithoides_aculeus,None,None,24X-CC,mbsf,212.3,207.52,217.06,78.5,None,None,None,odp\Initial Reports\198_IR\IR198_03\table5.xlsx
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records285_Ceratolithoides_aculeus,None,None,6R-CC,mbsf,204.7,199.24,210.25,78.5,None,None,None,odp\Initial Reports\198_IR\IR198_03\table5.xlsx
LegandExp_198,ODP,Site_1208,Hole_1208A,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records286_Ceratolithoides_aculeus,None,None,40X-CC,mbsf,366.1,360.62,371.53,78.5,None,None,None,odp\Initial Reports\198_IR\IR198_04\table3.xlsx
LegandExp_17,DSDP,Site_167,Hole_167,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records287_Ceratolithoides_aculeus,None,"17_167,56-CC","17_167,57-1,72",None,819.61,815.5,823.72,79,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_170,Hole_170,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records288_Ceratolithoides_aculeus,None,"17_170,8-1,34","17_170,8-CC",None,120.92,120.34,121.5,79,None,None,None,NeptuneSB
LegandExp_22,DSDP,Site_217,Hole_217,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records289_Ceratolithoides_aculeus,None,"22_217,25-CC","22_217,26-CC",None,508.8,504.3,513.3,79,None,None,None,NeptuneSB
LegandExp_39,DSDP,Site_355,Hole_355,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records290_Ceratolithoides_aculeus,None,"39_355,21-1,64","39_355,22-CC",None,450.92,443.14,458.7,79,None,None,None,NeptuneSB
LegandExp_39,DSDP,Site_356,Hole_356,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records291_Ceratolithoides_aculeus,None,"39_356,34-CC","39_356,35-1,70",None,532.6,522.5,542.7,79,None,None,None,NeptuneSB
LegandExp_39,DSDP,Site_357,Hole_357,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records292_Ceratolithoides_aculeus,None,"39_357,38-CC","39_357,38-CC",None,664,664,664,79,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1050,Hole_1050C,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records293_Ceratolithoides_aculeus,None,None,None,None,491.35,491.3,491.4,79,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1050,Hole_1050C,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records294_Ceratolithoides_aculeus,None,"171_1050C,20-1,70","171_1050C,20-1,70",None,491.3,491.3,491.3,79,None,None,None,NeptuneSB
LegandExp_14,DSDP,Site_144,Hole_144A,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records295_Ceratolithoides_aculeus,None,"14_144A,4-CC","14_144A,5-1,125",None,177.075,172.9,181.25,79,None,None,None,NeptuneSB
LegandExp_44,DSDP,Site_390,Hole_390A,B,Ceratolithoides_aculeus_Base_Depth,Ceratolithoides aculeus Base Depth,Records296_Ceratolithoides_aculeus,None,"44_390A,14-5,72","44_390A,14-5,122",None,139.97,139.72,140.22,79,None,None,None,NeptuneSB
LegandExp_171B,ODP,Site_1050,Hole_1050C,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records297_Uniplanarius_sissinghii,None,None,None,None,491.35,491.3,491.4,77.61,2.3283,77.61,None,Neptune
LegandExp_171B,ODP,Site_1050,Hole_1050C,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records298_Uniplanarius_sissinghii,None,"20-1,70","20-1,70",None,491.3,491.3,491.3,77.61,2.3283,77.61,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207A,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records299_Uniplanarius_sissinghii,None,20-CC,21-CC,None,185.135,181.85,188.42,77.61,2.3283,77.61,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records300_Uniplanarius_sissinghii,None,2-CC,3-CC,None,176.965,174.76,179.17,77.61,2.3283,77.61,None,Neptune
LegandExp_122,ODP,Site_762,Hole_762C,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records301_Uniplanarius_sissinghii,None,None,None,None,687.8,687.8,687.8,77.61,2.3283,77.61,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records302_Uniplanarius_sissinghii,None,"19-1,69","20-2,31",None,288.685,283.39,293.98,77.61,2.3283,77.61,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207A,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records303_Uniplanarius_sissinghii,None,None,21X-CC,mbsf,185.2,181.93,188.54,77,None,None,None,odp\Initial Reports\198_IR\IR198_03\table5.xlsx
LegandExp_198,ODP,Site_1207,Hole_1207B,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records304_Uniplanarius_sissinghii,None,None,3R-CC,mbsf,177.1,174.84,179.28,77,None,None,None,odp\Initial Reports\198_IR\IR198_03\table5.xlsx
LegandExp_62,DSDP,Site_463,Hole_463,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records305_Uniplanarius_sissinghii,None,None,None,None,210.5,207,214,77.61,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1050,Hole_1050C,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records306_Uniplanarius_sissinghii,None,None,None,None,491.35,491.3,491.4,77.61,None,None,None,NeptuneSB
LegandExp_171B,DSDP,Site_1050,Hole_1050C,B,Uniplanarius_sissinghii_Base_Depth,Uniplanarius sissinghii Base Depth,Records307_Uniplanarius_sissinghii,None,"171_1050C,20-1,70","171_1050C,20-1,70",None,491.3,491.3,491.3,77.61,None,None,None,NeptuneSB
LegandExp_171B,ODP,Site_1049,Hole_1049A,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records308_Uniplanarius_trifidus,None,"19-1,16","19-1,16",None,144.06,144.06,144.06,76.82,2.3046,76.82,None,Neptune
LegandExp_173,ODP,Site_1069,Hole_1069A,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records309_Uniplanarius_trifidus,None,"14-2,115","14-3,19",None,847.32,847.05,847.59,71.31,2.1393,71.31,None,Neptune
LegandExp_173,ODP,Site_1069,Hole_1069A,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records310_Uniplanarius_trifidus,None,None,None,None,865.5,865.5,865.5,76.82,2.3046,76.82,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207A,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records311_Uniplanarius_trifidus,None,"18-5,43","18-5,56",None,163.295,163.23,163.36,71.31,2.1393,71.31,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207A,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records312_Uniplanarius_trifidus,None,19-CC,20-CC,None,176.06,170.27,181.85,76.82,2.3046,76.82,None,Neptune
LegandExp_198,ODP,Site_1207,Hole_1207B,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records313_Uniplanarius_trifidus,None,"2-3,0","2-3,0",None,169.6,169.6,169.6,71.31,2.1393,71.31,None,Neptune
LegandExp_198,ODP,Site_1208,Hole_1208A,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records314_Uniplanarius_trifidus,None,"36-CC,20","36-CC,30",None,327.65,327.6,327.7,71.31,2.1393,71.31,None,Neptune
LegandExp_198,ODP,Site_1210,Hole_1210B,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records315_Uniplanarius_trifidus,None,"31-1,75","31-1,75",None,279.65,279.65,279.65,71.31,2.1393,71.31,None,Neptune
LegandExp_198,ODP,Site_1210,Hole_1210B,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records316_Uniplanarius_trifidus,None,"39-CC,0","39-CC,0",None,344.7,344.7,344.7,76.82,2.3046,76.82,None,Neptune
LegandExp_198,ODP,Site_1212,Hole_1212B,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records317_Uniplanarius_trifidus,None,44736,44736,None,197,197,197,76.82,2.3046,76.82,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records318_Uniplanarius_trifidus,None,"34-CC,13","35-CC,0",None,325.79,320.24,331.34,71.31,2.1393,71.31,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258A,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records319_Uniplanarius_trifidus,None,"40-CC,0","41-CC,24",None,381.73,377.77,385.69,76.82,2.3046,76.82,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258B,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records320_Uniplanarius_trifidus,None,"35-CC,0","36-CC,1.1",None,328.025,321.22,334.83,71.31,2.1393,71.31,None,Neptune
LegandExp_207,ODP,Site_1258,Hole_1258B,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records321_Uniplanarius_trifidus,None,"42-CC,0","43-3,13",None,388.97,387.11,390.83,76.82,2.3046,76.82,None,Neptune
LegandExp_207,ODP,Site_1260,Hole_1260A,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records322_Uniplanarius_trifidus,None,"40-CC,17","40-CC,17",None,374.39,374.39,374.39,71.31,2.1393,71.31,None,Neptune
LegandExp_207,ODP,Site_1260,Hole_1260B,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records323_Uniplanarius_trifidus,None,"26-CC,11","26-CC,11",None,367.16,367.16,367.16,71.31,2.1393,71.31,None,Neptune
LegandExp_122,ODP,Site_762,Hole_762C,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records324_Uniplanarius_trifidus,None,None,None,None,665.29,665.29,665.29,76.82,2.3046,76.82,None,Neptune
LegandExp_122,ODP,Site_763,Hole_763B,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records325_Uniplanarius_trifidus,None,None,None,None,252.38,252.38,252.38,76.82,2.3046,76.82,None,Neptune
LegandExp_130,ODP,Site_807,Hole_807C,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records327_Uniplanarius_trifidus,None,"58-1,7",58-CC,None,1222.57,1222.57,None,71.31,2.1393,71.31,None,Neptune
LegandExp_130,ODP,Site_807,Hole_807C,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records328_Uniplanarius_trifidus,None,"70-3,99","70-4,64",None,1342.965,1342.39,1343.54,76.82,2.3046,76.82,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records329_Uniplanarius_trifidus,None,"14-2,11","14-2,140",None,236.955,236.31,237.6,71.31,2.1393,71.31,None,Neptune
LegandExp_160,ODP,Site_967,Hole_967E,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records330_Uniplanarius_trifidus,None,"17-2,127","18-1,88",None,270.075,266.17,273.98,76.82,2.3046,76.82,None,Neptune
LegandExp_3,DSDP,Site_21,Hole_21,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records331_Uniplanarius_trifidus,None,"3_21,3-6,148","3_21,4-1,148",None,85.88,85.08,86.68,71.31,None,None,None,NeptuneSB
LegandExp_3,DSDP,Site_21,Hole_21,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records332_Uniplanarius_trifidus,None,"3_21,5-1,82","3_21,6-3,77",None,103.345,97.32,109.37,76.82,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_167,Hole_167,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records333_Uniplanarius_trifidus,None,"17_167,43-CC","17_167,44-CC",None,700.75,697,704.5,71.31,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_167,Hole_167,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records334_Uniplanarius_trifidus,None,"17_167,52-CC","17_167,53-1,83",None,783.415,780,786.83,76.82,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_170,Hole_170,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records335_Uniplanarius_trifidus,None,"17_170,1-CC","17_170,3-CC",None,None,None,None,71.31,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_170,Hole_170,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records336_Uniplanarius_trifidus,None,"17_170,5-CC","17_170,6-4,145",None,106.95,None,106.95,76.82,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_171,Hole_171,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records337_Uniplanarius_trifidus,None,"17_171,16-1,50","17_171,16-3,90",None,233.5,231.8,235.2,76.82,None,None,None,NeptuneSB
LegandExp_17,DSDP,Site_171,Hole_171,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records338_Uniplanarius_trifidus,None,"17_171,21-CC","17_171,22-2,50",None,288,287,289,71.31,None,None,None,NeptuneSB
LegandExp_62,DSDP,Site_463,Hole_463,T,Uniplanarius_trifidus_Top_Depth,Uniplanarius trifidus Top Depth,Records339_Uniplanarius_trifidus,None,None,None,None,138.65,138.5,138.8,71.31,None,None,None,NeptuneSB
LegandExp_62,DSDP,Site_463,Hole_463,B,Uniplanarius_trifidus_Base_Depth,Uniplanarius trifidus Base Depth,Records340_Uniplanarius_trifidus,None,None,None,None,195.5,195,196,76.82,None,None,None,NeptuneSB
